BRAND,SERIES,DETAIL_PICTURE,ARTICLE,BARCODE,NAME,ЦЕНА,AGE,COUNTRY,MATERIAL,PACK,WEIGHT,SIZE,GENRES,DESCRIPTION,SUPPLIER,PICTURES,YEAR
,,,PC124,6912802143059,PC124  Мотоцикл с коляской (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/kCuOMoFQpzhMz,
,,,PC128,6912802142694,"PC128  Парусник ""Орел"" (10/12)",643.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.5 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Nkl-bXA4pzhP4,
,,,PC129,6912802143387,PC129  Ганзейский парусник (10/12),643.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.5 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/GN2g121ApzhPs,
,,,PC130,6912802143066,PC130  Финикийский парусник (8/15),643.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/7M0pS4Q9pzhQk,
,,,PC131,6912802142687,PC131  Парусник Династии Минь (6/20),643.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/eAgaUuNipzhRZ,
,,,PC141,6912802142656,"PC141  ""Репка"" настольный театр (6/20)",386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/3EICf_IZpzhSa,
,,,PC142,6912802142724,"PC142  ""Колобок"" настольный театр (6/20)",386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xvEBZ1lBpzhV7,
,,,PC143,6912802142731,PC143  Коллекция русских народных сказок (8/15),618.75,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/qbBSiyFnpzhWL,
,,,PH001,6912802141635,PH001  Летний домик (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/UDcmD2kqpzhXw,
,,,PH002,6912802141642,PH002  Избушка (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/AMU87wQupzhZB,
,,,PH003,6912802040068,PH003  Хижина (2/60),99.00,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/IPq-LRKSpzhap,
,,,PH005,6912802141871,PH005  Водяная мельница (6/20),297.00,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Ldn1tWVSpzhc8,
,,,PH006,6912802141864,PH006  Ветряная мельница (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/gHCFiF8Bpzhd9,
,,,PH007,6912802143851,PH007 Домик 1 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/g1xqzXSepzhf5,
,,,PH008,6912802143868,PH008 Домик 2 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/6Aj0rAmTpzhgY,
,,,PH009,6912802143875,PH009 Домик 3 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/fsU4O6LTq4xG9,
,,,PH010,6912802143882,PH010 Домик 4 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/40cct3aIpzhi2,
,,,PH011,6912802143899,PH011 Домик 5 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/hoHY8Q2Dq4xGP,
,,,PH021,6937890510255,PH021 Дом с верандой (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/X6shDa1VorCXC,
,,,PH022,6937890510262,PH022 Дом с трубой (2/60),111.38,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/6hRvHoOmq4xGf,
,,,PH023,6937890510651,PH023 Кукольный домик (25/6),"1,485.00",от 3 лет,Китай,ДЕРЕВО,,,37.0 x 2.7 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/2MXl3ueRpzhnz,
,,,PH024,6937890509044,PH024 Каса Гранде (10/12),495.00,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.5 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/T6tJJ0Eepzhq9,
,,,PH025,6937890510668,PH025 Крепость принца (12шт в упак.),544.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.5 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/nOOsUixOpzhs9,
,,,PH032,6937890510675,PH032 Русский терем (8/10),990.00,от 3 лет,Китай,ДЕРЕВО,,,29.0 x 2.4 x 20.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/8OzRdcqRpzhtQ,
,,,PH037,6937890510682,PH037 Крепость короля (15шт в упак.),435.60,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/-5r3vjbnpzhuX,
,,,PH039,6937890512068,PH039 Сады Суджоу (10/6),"1,237.50",от 3 лет,Китай,ДЕРЕВО,,,37.0 x 3 x 23.1,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/6Vb_7Otfq4xH2,
,,,PH061,6937890510347,PH061 Загородный домик 1 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xr0D3A0Tpzhvi,
,,,PH062,6937890510354,PH062 Загородный домик 2 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Y1jecMKSpzhxN,
,,,PH063,6937890510361,PH063 Загородный домик 3 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/H8ZroDM7pzhyq,
,,,PH064,6937890510378,PH064 Загородный домик 4 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QO0xzuSxpzi2L,
,,,PH065,6937890510385,PH065 Загородный домик 5 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/3NAtlLzopzi3b,
,,,PH066,6937890510392,PH066 Домик самурая (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/B44S5jZupzi4S,
,,,PH067,6937890510408,PH067 Китайский домик (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/QNabxaqcpzi7o,
,,,РН068,6937890510415,PH068 Чайный домик (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/1Nfrwzs1pzi9B,
,,,PH069,6937890510422,PH069 Домик сенсея (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Fc73voLppziAw,
,,,PH070,6937890510439,PH070 Домик императора (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/G0C4tp9Dq26rJ,
,,,PH071,6937890510446,PH071 Тибетский домик 1 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/gIiW02ZGq26vE,
,,,PH071/2,6937890512082,PH071/2 Храм Саграда Фамилия (10/6),"1,237.50",от 3 лет,Китай,ДЕРЕВО,,,37.0 x 3 x 23.1,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/4Fj30r_Sq4xHW,
,,,PH072,6937890510453,PH072 Тибетский домик 2 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/2j-2Qu_3q2723,
,,,PH072/2,6937890512099,"PH072/2 Башня ""Боржде Миланд"" (4/15)",495.00,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/ZHJMd551q4xHz,
,,,PH073,6937890510460,PH073 Тибетский домик 3 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/-C4GxaPcq4xJX,
,,,PH074,6937890510477,PH074 Тибетский домик 4 (6/20),326.70,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/JbuT6R-Sq4xJw,
,,,PH097,6937890512327,PH097 Спасская Башня (15шт. в кор),866.25,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/x3mNXBaQq276T,
,,,PH098,6937890512266,PH098 Скворечник 1(4/30),297.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/yD6oYcLrq27Co,
,,,PH099,6937890512273,PH099 Скворечник 2 (4/30),297.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/3XC4SJPsq27Dt,
,,,PH100,6937890512280,PH100 Скворечник 3 (5/24),346.50,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/qP2Xsgypq27Eu,
,,,PHC006,6912802143226,PHC006  Ветряная мельница (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/eU4AqqtJq27GK,
,,,PHC061,6937890510484,PHC061 Загородный домик 1 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/GMa2zEkDq4xKQ,
,,,PHC062,6937890510491,PHC062 Загородный домик 2 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/kYrAYVl2q27Je,
,,,PHC063,6937890510507,PHC063 Загородный домик 3 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/BZS6xnLyq4xL9,
,,,PHC064,6937890510514,PHC064 Загородный домик 4 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Ca7VmBjIq4xLP,
,,,PHC065,6937890510521,PHC065 Загородный домик 5 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/sULAXZM4q4xLm,
,,,PHC066,6937890510538,PHC066 Домик самурая (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/MvAiikYQq4xM4,
,,,PHC067,6937890510545,PHC067 Китайский домик (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/SZn_7LwCq4xMN,
,,,PHC068,6937890510552,PHC068 Чайный домик (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/x-tFMFIAq4xMr,
,,,PHC069,6937890510569,PHC069 Домик сенсея (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/9EmjmMF1q4xNw,
,,,PHC070,6937890510576,PHC070 Домик императора (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/pZOh7Jjkq27Yp,
,,,PHC071,6937890510583,PHC071 Тибетский домик 1 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/FcL36P0sq4xQ3,
,,,PHC072,6937890510590,PHC072 Тибетский домик 2 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/xAZMxAxaq4xQd,
,,,PHC073,6937890510606,PHC073 Тибетский домик 3 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/W2nkm6Y_q4xQw,
,,,PHC074,6937890510613,PHC074 Тибетский домик 4 (6/20),386.10,от 3 лет,Китай,ДЕРЕВО,,,37.0 x 0.9 x 23.0 ,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/BMjyRGUJq4xRC,
,,,PM001,6912802141147,PM001  Гитара и Пианино (4/30),198.00,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/RFEJtdEYq27ei,
,,,PMC001,6912802143929,PMC001  Гитара и Пианино  (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,"37,0 х 0,6 х 23,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Rersx_oGq27gE,
,,,PMH-D003A,6937890511474,"PMH-D003A Декоративное панно из дерева с красками ""Котенок на рыбалке"" (15шт в кор)","1,163.25",от 3 лет,Китай,ДЕРЕВО,,,"38.0 х 0,35 х 44,0",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/tl6S0Bv8q4xRe,
,,,S-E017,6937890511115,S-E017 Тарантул (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/y6tKJFRrq4xSG,
,,,S-E019,6937890511122,S-E019 Богомол (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/dqVKYHXrq4xSW,
,,,S-E022,             ,S-E022 Бабочка (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Lt-GOqT9q4xSp,
,,,S-E023,6937890511337,S-E023 Лошадь (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/czM7_-MEq4xTD,
,,,S-H011,6937890511139,S-H011 Морской конек (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/NHGc6R2Mq4xTR,
,,,S-J001,6937890511153,S-J001 Трицератопс (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/ZB1JqX6Dq4xTf,
,,,S-J002,6937890511160,S-J002 Стегозавр (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/qrUzTmgjq4xU8,
,,,S-J004,6937890511177,S-J004 Велоцераптор (1/120),81.68,от 3 лет,Китай,ДЕРЕВО,,,"23,0 х 0,4 х 18,5 ",,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Psu6JHHoq4xUN,
